customer_id,age,tenure_months,monthly_charges,total_charges,call_minutes,data_usage_gb,support_calls,contract_type,payment_method,internet_service,streaming_tv,streaming_movies,churn
60,59.63317690683539,27,65.34222853525753,1627.4194904782776,672.129578287159,2.7074890317307063,1,2 Year,Bank Transfer,DSL,No,Yes,0
61,37.81238643232065,25,12.76577326367827,310.58248623172295,427.3012790070132,1.914501255176631,1,2 Year,Mailed Check,No,Yes,Yes,0
62,42.215115350042744,47,44.188449676614944,2026.4671589683076,593.7593022121832,63.14748713046646,2,1 Year,Bank Transfer,Fiber Optic,Yes,Yes,0
63,28.404975389909577,33,57.591833997350676,1875.2485861757666,603.6033744088893,38.61976547952298,1,Month-to-Month,Electronic Check,DSL,No,No,0
64,27.056900638789937,37,126.63062972020572,4191.476448192476,694.5260691686811,35.53562601263522,1,2 Year,Electronic Check,No,Yes,No,0
65,57.18788733591297,33,86.69659373601274,2542.991806632798,326.6283273438347,13.927827212950536,0,2 Year,Credit Card,DSL,Yes,No,0
66,65.34360042856234,41,29.935552927003258,1233.1196848214256,718.5134547694661,68.27573441341478,3,2 Year,Electronic Check,Fiber Optic,Yes,Yes,0
67,43.91984817629499,30,84.58108868252911,2162.8853622871975,59.12167367944494,9.210361424301903,2,1 Year,Mailed Check,Fiber Optic,Yes,No,0
68,60.052993468380365,37,23.580880331849038,853.810322361553,474.0230895272379,10.532023558962539,2,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,0
69,50.424540375714514,33,102.48073161661219,3934.96485302751,502.3452315096911,30.875292284165827,4,2 Year,Credit Card,Fiber Optic,Yes,Yes,1
70,35.323203680923136,25,55.86626044546364,1391.2342035884883,726.6653652142477,16.863217861131673,1,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,0
71,50.42093408262621,28,67.19091433782488,1537.7052716904125,604.5261705353738,14.215254459727674,3,1 Year,Electronic Check,DSL,No,Yes,0
72,68.07054849698955,22,109.7738994262657,2458.4523499564275,318.8873892287427,51.815356747308996,2,Month-to-Month,Mailed Check,DSL,No,Yes,0
73,44.46260941335073,37,31.385092942472504,1256.2955048731687,403.00137483659694,52.63012003987745,2,2 Year,Mailed Check,DSL,No,Yes,0
74,68.4696548372101,31,28.08645444661026,801.4334146853254,639.7360019094814,87.01067523119545,1,Month-to-Month,Mailed Check,DSL,No,Yes,0
75,5.703823438653835,37,52.49202020961985,1884.1419001755655,584.1865316270887,27.039210627423383,3,Month-to-Month,Bank Transfer,No,No,No,0
76,57.32853756562836,27,101.1513655305795,2491.3824393340665,484.1751780728507,3.7946754729564756,1,1 Year,Mailed Check,No,Yes,Yes,0
77,46.30570602357257,35,24.41961773569473,815.1845729257111,503.8332420976041,15.987292240250067,2,1 Year,Credit Card,DSL,Yes,No,0
78,40.51488974301199,35,-14.964667943317068,-488.9044993102618,739.2335994318578,195.61481012919683,1,Month-to-Month,Credit Card,No,No,Yes,0
79,46.37641164803254,36,56.46523424773004,2121.3088827723136,496.4614854261571,45.34903218186328,3,Month-to-Month,Mailed Check,No,No,Yes,0
80,15.186466280986608,31,86.55222399732762,3128.0504592905786,582.3817511941853,61.84840812922564,3,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,1
81,41.70492168243732,27,106.00785249216489,2878.5882921764114,1033.9873176161086,0.3692515984712801,1,1 Year,Mailed Check,DSL,Yes,No,0
82,50.3566885726762,28,56.10515913743803,1328.7452602759543,315.26347262321536,36.511904315184566,2,1 Year,Credit Card,No,Yes,Yes,0
83,67.16841067112274,28,57.65720178651993,2022.7537796925992,229.63145368506827,1.9125493661235042,0,Month-to-Month,Credit Card,No,Yes,Yes,1
84,37.22594672589529,25,104.61702202767242,2767.8783429537216,756.7179329597213,42.109073318106546,2,1 Year,Credit Card,DSL,Yes,No,0
85,32.87259595660218,25,13.907749009137383,375.0388089024515,464.27138774117935,126.77054938643575,2,2 Year,Electronic Check,Fiber Optic,No,No,0
86,37.47364434623195,32,58.344376744509724,1855.1222557454055,536.352494451476,172.76018686488484,0,1 Year,Electronic Check,DSL,No,No,0
87,58.731031765531114,32,75.71271669775173,2479.192720150614,443.76872437377716,38.88654900386941,3,1 Year,Electronic Check,Fiber Optic,No,No,1
88,49.93126664489527,28,83.47656163855103,2257.4472708818794,548.0399718464975,30.643360921109082,4,1 Year,Credit Card,No,No,Yes,0
89,37.05359694349442,30,54.705799204273525,1789.4861969306614,919.7076224192683,145.03664732887367,0,2 Year,Bank Transfer,Fiber Optic,Yes,Yes,1
90,52.699011496700344,28,71.03323035117523,1893.9782481725629,760.4256917236239,55.98308894423861,3,2 Year,Mailed Check,Fiber Optic,Yes,No,0
91,46.456163240220604,31,-4.649820602389681,-151.19849878934463,772.4447023773954,3.3550516538139883,1,2 Year,Mailed Check,DSL,No,Yes,0
92,59.52967485799334,32,50.25254762998455,1763.9695447481213,316.7545888414709,31.342283626199997,2,Month-to-Month,Credit Card,No,Yes,No,0
93,34.469203591839715,36,83.60526137663402,3384.789571979952,369.76925268942614,13.737964519882679,3,Month-to-Month,Electronic Check,DSL,Yes,No,0
94,40.085067801033475,43,40.53117897235961,1922.691868613784,32.18426810291464,31.725456788074368,2,2 Year,Bank Transfer,DSL,Yes,No,0
95,39.118377703017636,24,71.76952664768793,1546.1569600588825,438.1238357834492,30.391205498475692,0,Month-to-Month,Bank Transfer,No,Yes,Yes,0
96,23.04727577801822,32,83.40617502408094,3088.7631797562353,791.3406372771317,43.63101623455592,0,Month-to-Month,Electronic Check,DSL,No,No,0
97,49.44180415596864,27,59.72352397426705,1719.6492389482137,703.3893031496742,22.062684136883757,1,Month-to-Month,Mailed Check,DSL,Yes,Yes,0
98,48.91582908269834,30,75.11391312989713,2322.2803159717005,555.6973474095752,8.972511118503558,4,2 Year,Mailed Check,Fiber Optic,No,Yes,0
99,45.07670184963691,26,41.11802304146163,1114.063211676704,595.5399432563894,35.03069280558311,1,1 Year,Bank Transfer,DSL,Yes,Yes,0
100,41.481192999372794,35,63.8016616091186,2197.6887717377303,462.2228914849189,88.65754959866622,0,2 Year,Bank Transfer,No,Yes,No,0
101,23.769438869243785,27,88.30648508767668,2273.0196084678855,640.9517764803568,54.53402563697583,2,2 Year,Electronic Check,DSL,No,Yes,0
102,38.69032015851961,34,74.70918882905303,2446.507953557638,753.175655896123,20.652278310305274,0,Month-to-Month,Mailed Check,Fiber Optic,No,No,0
103,39.85928225209846,29,52.40406191308193,1715.4767918030159,276.8226425179054,137.07235304485775,3,Month-to-Month,Bank Transfer,DSL,Yes,Yes,1
104,32.96584096167572,24,76.72649212872379,1856.3609885711192,659.9295375674697,121.639000748287,3,1 Year,Mailed Check,DSL,Yes,Yes,0
105,42.580714325009865,24,91.43829371909854,2256.3425758015305,786.4869741909334,11.744893129222685,2,1 Year,Bank Transfer,DSL,No,Yes,0
106,51.060762852218076,33,8.50176164267566,282.2454662636702,516.9799422073261,2.010774815559669,4,1 Year,Electronic Check,Fiber Optic,Yes,No,0
107,73.29278851815795,31,104.77222194867693,3031.0009453476414,740.1401224241167,67.60599261616707,0,1 Year,Mailed Check,No,Yes,No,0
108,47.61866719247759,44,59.91235783956784,2070.2108877569913,1162.9308888945106,87.89987215553504,4,2 Year,Bank Transfer,No,No,No,0
109,48.86325586084146,35,82.76469799720691,3119.444538239504,579.1314414026216,171.88979966063866,1,1 Year,Bank Transfer,Fiber Optic,Yes,No,0
110,43.883311263507494,42,105.91740770935684,4743.369824276424,678.6614100010647,110.28943458471647,2,2 Year,Bank Transfer,Fiber Optic,Yes,Yes,1
111,16.21843177051438,25,28.849789083086023,720.4184772752127,452.3885832677217,45.88142734328713,1,Month-to-Month,Bank Transfer,DSL,Yes,Yes,0
112,44.602291868261744,32,48.7167699271736,1388.9754868163257,636.2502325204101,37.75669752526815,1,1 Year,Electronic Check,No,Yes,No,0
113,45.9034531491154,28,61.34353912372886,2030.3664232898357,692.0543249964608,1.4117980191618056,4,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,0
114,81.94863168727929,35,46.487394366267154,1571.5513818875288,638.9684680540277,14.161695467034185,0,Month-to-Month,Mailed Check,No,No,No,0
115,42.114585528283165,36,122.04809727510425,4502.806546202377,396.06093605822866,30.77364855360139,0,2 Year,Credit Card,DSL,Yes,No,0
116,49.523210135004184,33,44.29683718519622,1359.0097117215214,641.2723542650901,49.510845654276714,3,1 Year,Mailed Check,Fiber Optic,No,Yes,0
117,44.47932345442135,32,53.333596615394,1476.3219739513706,892.4391877435273,40.737707154040606,1,2 Year,Credit Card,No,No,No,0
118,27.46982943570702,31,76.13167094808931,2499.240001223243,689.7271529029055,67.86319068245167,2,Month-to-Month,Bank Transfer,No,Yes,No,0
119,62.14234221772531,25,33.93551421771733,721.0610795535426,792.3974378143682,16.409020612627184,1,1 Year,Electronic Check,DSL,No,Yes,0
120,56.27899549030161,32,58.12957864731209,1902.7510201238897,552.5976059974745,41.61501529512491,2,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,0
121,56.865479205645705,25,79.52359783750525,2034.202343631958,749.9800478847421,4.613563485121594,3,Month-to-Month,Bank Transfer,No,No,Yes,0
122,31.359188178078917,31,60.014187868524665,1652.1146179941336,655.8535676433052,26.693243668458866,3,1 Year,Credit Card,DSL,No,No,0
123,66.04191466404149,33,67.19839423300155,1930.0604412933774,409.8178540625536,69.34689499825025,1,1 Year,Bank Transfer,No,No,Yes,0
124,23.972234058115788,29,54.120036626548874,1448.5626374562,663.7042009597749,59.11070480371037,1,1 Year,Electronic Check,DSL,Yes,No,0
125,53.80285640700406,23,24.565890724576988,529.5573454407149,401.6606673119379,233.58012320922938,1,2 Year,Electronic Check,No,No,No,0
126,77.85683438714968,34,79.64779634017715,2293.7691429839188,473.4239450230416,16.278967821346487,2,2 Year,Mailed Check,No,No,No,0
127,30.141955123039676,26,122.64799214941725,2830.057390253244,637.8656614584748,34.47661601973612,2,Month-to-Month,Credit Card,DSL,No,No,1
128,36.50553405595842,24,70.55204892350315,1706.1017999084734,659.4488546760248,19.988846856554833,4,1 Year,Mailed Check,Fiber Optic,Yes,No,0
129,46.49477047631462,25,76.75792351742649,2300.7464744572057,362.15350698457416,29.044803250706952,4,Month-to-Month,Electronic Check,DSL,Yes,Yes,0
130,37.44786518825701,20,90.78168265350578,1998.5856200035319,810.7971542365752,97.22809836732678,4,Month-to-Month,Electronic Check,Fiber Optic,No,No,0
131,21.74004853400801,20,31.92008510359903,648.6493111020419,714.4012556600945,57.63374573562422,2,Month-to-Month,Mailed Check,No,No,Yes,0
132,46.02844462209041,25,121.07543974388817,3368.4222130176836,459.05431287782324,107.04082857181696,2,Month-to-Month,Mailed Check,No,No,Yes,0
133,29.065444294108428,38,76.06986389268405,3224.6594262200347,292.4830407101649,11.377104807988884,0,Month-to-Month,Electronic Check,DSL,No,Yes,0
134,52.10388645952772,30,118.95570697267327,3459.833895078718,571.0190841837137,103.32078451853108,2,1 Year,Mailed Check,DSL,Yes,Yes,0
135,31.208636486492953,27,48.00901013428032,1329.6728482761764,510.81125722776795,3.081126794081224,1,2 Year,Mailed Check,Fiber Optic,Yes,No,0
136,68.24901607526309,31,124.54185767673474,4238.344171685948,622.6280914106046,109.73107461191461,2,1 Year,Credit Card,Fiber Optic,Yes,No,0
137,33.251200614956446,29,93.25466482104349,3005.781590446935,527.3766677688867,19.954805127140993,2,1 Year,Electronic Check,Fiber Optic,No,No,0
138,40.16907725691487,24,86.59120257557075,2311.792379738185,198.50862785099804,18.886731341513112,1,1 Year,Bank Transfer,DSL,Yes,No,0
139,57.202758260545046,25,77.02073363059444,1727.7655397192202,522.3306123397683,35.881069961613285,5,2 Year,Credit Card,No,No,Yes,1
140,26.53703525349067,21,62.54414145776652,1467.7614134312757,538.8761777863374,141.24902591279567,1,2 Year,Bank Transfer,DSL,No,Yes,0
141,48.41189901906194,34,106.01594975421618,4274.293971797824,726.7322049548118,2.4480305805123703,3,2 Year,Mailed Check,No,No,Yes,0
142,64.60714131423643,33,74.21079609544141,2814.6901965021516,460.36006507779007,21.71105445905906,2,1 Year,Mailed Check,DSL,Yes,No,0
143,20.88775148158159,40,10.987908892385434,391.8058861598198,935.7349346745132,97.09610164780501,3,2 Year,Bank Transfer,DSL,No,No,1
144,47.769507877984566,28,36.48440614878993,884.9827697626193,217.67188986964857,25.21356397723325,4,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,1
145,48.89824191372635,31,64.42462743421758,2090.076623429874,862.2334995605249,11.104511412505431,1,2 Year,Mailed Check,No,No,No,0
146,56.72734307665966,30,79.29996949496665,2729.8619513939047,555.1362058243791,27.651367836070477,0,1 Year,Credit Card,DSL,Yes,Yes,0
147,26.445739336828773,21,68.30234533300313,1466.7896399347214,771.9169744687113,24.351589568338706,4,1 Year,Bank Transfer,DSL,No,No,0
148,25.193150803735854,23,106.5691236938099,2393.4946671390167,615.9602968117466,123.50062687041654,3,Month-to-Month,Credit Card,No,Yes,No,0
149,52.829123484253465,35,11.466944078841252,397.7233699941301,827.9111072050939,71.76044555729652,1,2 Year,Bank Transfer,DSL,No,Yes,1
150,49.45477009849779,26,74.3076380951548,2129.1575396617122,522.5276070894378,35.17154948068405,2,2 Year,Credit Card,No,Yes,Yes,0
151,48.75739275518815,31,15.46062323838536,463.8653341662558,380.27591496443756,222.71080214613585,4,Month-to-Month,Electronic Check,Fiber Optic,No,No,0
152,50.19672314245464,28,92.79136886452505,2723.117962894841,884.1008574542127,31.300370836597097,3,1 Year,Electronic Check,Fiber Optic,No,No,0
153,34.79962917632264,32,67.16623856673992,2121.300436813446,577.3038708235717,3.000125530714296,1,1 Year,Bank Transfer,No,No,Yes,0
154,48.48380545741505,39,82.58829916072355,2934.815006334313,644.3116947248421,15.209161662963503,0,2 Year,Electronic Check,Fiber Optic,Yes,No,0
155,49.39608709948022,28,44.08351118230702,1115.0159250023462,846.950382808959,28.641300011035227,4,2 Year,Credit Card,No,No,Yes,0
156,34.28472872960448,37,108.38394794973253,4220.8659343968,393.60895158111305,8.53364082776158,1,2 Year,Bank Transfer,DSL,No,Yes,0
157,72.98661766717134,35,101.25173992176553,2585.0670098290184,719.0981795278515,147.40916904268408,1,2 Year,Electronic Check,DSL,No,No,1
158,52.10749381367681,21,87.50632909035663,1925.7038081624032,482.0210487074218,72.80342641932587,3,2 Year,Electronic Check,No,Yes,Yes,0
159,27.130447541960272,24,66.11448259409677,1559.674501721108,573.5661288711257,15.618359616075612,3,1 Year,Bank Transfer,DSL,No,No,0
160,54.84830412950745,32,87.39571855885396,3061.2505617407246,614.4557930768577,44.67811619721635,2,1 Year,Electronic Check,Fiber Optic,No,No,0
161,30.379774946590178,23,48.79322296037954,1189.7430945370998,299.9556277106128,63.90773382633057,0,1 Year,Electronic Check,DSL,Yes,No,0
162,56.806269056136784,40,95.66666977062135,3843.7417323185746,444.23259143591304,141.74783270770953,3,1 Year,Bank Transfer,DSL,No,No,0
163,62.378933685111065,32,119.48442682971762,3415.3946235551693,870.2145784826279,106.69925791670325,1,Month-to-Month,Electronic Check,No,Yes,Yes,0
164,32.68976522472434,24,102.11831679937558,2202.511786175141,777.2382377169591,36.20014045810706,1,1 Year,Electronic Check,Fiber Optic,No,No,0
165,59.45064193866483,28,48.11192590577771,1260.2484950244734,587.472084534553,74.50560776767799,2,Month-to-Month,Electronic Check,DSL,Yes,No,0
166,51.191713904047475,28,80.84251951819309,2460.204718883864,648.6246917025786,41.29334557098908,1,1 Year,Electronic Check,DSL,Yes,Yes,0
167,57.33090239991735,45,31.205753687240566,1652.6309098092408,541.1514988727084,40.2267232653576,1,2 Year,Mailed Check,No,Yes,No,0
168,73.4518947398092,27,87.17170933527026,2431.2805290084552,871.3166771655965,6.093805198699483,2,2 Year,Bank Transfer,No,No,No,0
169,41.31917825995694,29,83.51810238587616,2279.3146710034525,559.9294844411672,6.7416209591273795,1,2 Year,Mailed Check,Fiber Optic,No,No,1
170,33.693957534637654,32,13.905509814035078,423.393888629384,646.3684184269696,37.70153839138802,3,Month-to-Month,Mailed Check,DSL,Yes,No,0
171,31.65728355561715,32,35.14648468262909,1075.3127459449477,829.2060288284131,15.65762161068664,1,1 Year,Credit Card,No,No,Yes,0
172,32.762845725518424,23,61.50583309768699,1561.7723136205248,444.5257030308187,1.0630665598636335,1,1 Year,Mailed Check,No,No,Yes,0
173,43.843474358788434,35,60.97420758577521,2036.230559516761,911.7578368993788,64.15787249398727,4,Month-to-Month,Mailed Check,No,Yes,No,0
174,50.117279622249654,19,33.71569193743584,637.7995767946315,293.90771805132465,1.6513000311971313,1,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,0
175,49.150361989950284,23,81.66936188056552,2131.0016537125657,925.9284262225597,45.22760019448477,3,Month-to-Month,Electronic Check,No,Yes,Yes,0
176,57.40774873554036,27,77.54420826821536,1974.8811808493795,525.4648832096051,38.738885104274424,1,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,0
177,45.19502837816861,33,64.17192604064442,2235.640803775219,551.4602504349436,173.39040734524747,0,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,0
178,66.80301115735975,36,47.326254995249116,1857.1597583742216,221.9979657634114,33.103082979245464,3,2 Year,Credit Card,DSL,No,No,1
179,41.03014750143066,27,101.4612137924969,2756.83240192778,509.0410565244614,3.2857038651346713,1,1 Year,Electronic Check,DSL,No,Yes,0
180,85.80253749884429,30,119.66221339264885,4291.368585597406,392.03869379462316,40.11328942895022,0,Month-to-Month,Credit Card,Fiber Optic,No,No,0
181,54.385010216475095,23,55.49315548460389,1488.9114614510063,478.4707309253055,91.97280531987877,3,2 Year,Bank Transfer,DSL,No,No,0
182,32.14263665375576,29,51.634992485355376,1536.8113281958465,572.5378068422241,288.00628198560474,1,Month-to-Month,Bank Transfer,DSL,No,Yes,0
183,28.936612529083316,28,84.73622996235989,2181.8996904819223,791.5583228945811,28.1360579283768,1,2 Year,Bank Transfer,No,Yes,No,1
184,52.23708622864778,36,59.25911860759041,1971.9294823854336,641.5206702801252,19.305095227277267,4,Month-to-Month,Bank Transfer,DSL,No,Yes,0
185,41.64805822011223,35,65.81808398010297,2352.6176644525417,661.5353306802227,118.57173638984962,2,1 Year,Mailed Check,Fiber Optic,No,No,0
186,55.71000741138138,29,92.18959455174014,2382.0787663401247,380.8961222308875,10.612785050278498,3,Month-to-Month,Bank Transfer,DSL,No,No,0
187,52.09856436860317,34,12.719317374781212,444.0873685532168,423.84918207945395,47.781331537333294,2,Month-to-Month,Bank Transfer,No,Yes,Yes,0
188,43.90756631014691,30,109.54906974558008,3841.259981700978,959.7450036702623,26.01976538894778,1,1 Year,Credit Card,Fiber Optic,Yes,No,0
189,32.29809422897392,44,72.18041572988024,3195.783704287103,452.9597930473507,2.097504704036516,0,1 Year,Electronic Check,DSL,No,Yes,0
190,22.277291629712032,22,57.655205663134595,1266.011161659974,931.2416504114592,21.33100075050619,2,Month-to-Month,Credit Card,Fiber Optic,Yes,No,1
191,38.302275718994686,29,67.32297537335653,2118.9408235978767,551.3877602238267,15.409787154150283,0,1 Year,Mailed Check,DSL,Yes,No,0
