StoreSize,StoreAge,CompetitionDistance,ParkingSpace,PopulationDensity,MedianIncome,StoreType,LocationType,WeeklyPromo,StaffCount,InventoryTurnover,HighPerformance
22328.243844607772,4,5.858662043639804,2350.399124674062,5554.287241587866,64620.69167204064,Supermarket,Rural,0,25.02197388154135,14.058592119561418,1
13871.118497567322,6,5.764882835638597,1139.8679005223603,6303.202674901786,84139.65943648538,Supermarket,Urban,1,15.489690308854378,11.940339596960898,1
15337.641023439619,3,4.021810428162186,1622.2664160469092,2999.038498968427,40020.363819835446,Grocery,Suburban,1,18.2682004994348,11.566304437417507,0
7876.259068932716,9,5.594619291361685,937.0378023683797,4155.659255200654,60627.18033623756,Supermarket,Suburban,0,8.779404331268596,14.110043414709502,0
12278.086377374086,10,3.1537347790843033,1016.5276488521538,5922.988379641457,61753.93368560203,Convenience,Urban,1,13.603792794461825,18.462644676874422,0
15554.612948549331,14,6.007636836880362,1589.4871412018067,4949.642402058065,69053.09436857468,Convenience,Rural,1,17.778830851221674,11.897510363515975,1
9245.032112888486,11,6.735693886062591,1016.1378801255576,4762.848816037479,45122.19043764501,Convenience,Rural,1,7.3967105448921995,17.509110087772232,0
16878.49009172836,18,4.243827798033331,1897.3168684321038,6445.872955495094,73160.56785160668,Supermarket,Urban,1,15.949710066448255,12.603195439029601,1
11996.806550405974,12,3.809796411690561,1158.328845900415,2439.317551579108,93674.9360942155,Grocery,Urban,1,13.136997901966973,9.640190781906902,0
13541.531251033615,12,2.5750459507041805,1193.9116137383999,3723.6429408317454,72118.06019698297,Convenience,Suburban,1,14.081670493142413,16.639799275767228,0
11991.466938853016,13,7.915910467131382,979.6271965488309,1368.8716559959685,66393.08602735268,Convenience,Suburban,0,10.4449130706116,19.886304262724348,0
24261.39092254469,13,3.9686719323155772,2503.5097908179887,2357.3409220965978,44338.1388946194,Supermarket,Rural,1,22.356707622231472,12.432794759195914,0
14932.51387631033,19,4.6025219279667535,1465.125143765053,5611.2780882684565,53386.30829664462,Supermarket,Urban,1,13.957675236417202,10.290387273299519,0
9711.445355220498,19,5.600311169991452,1145.4628024003657,2623.976100711815,64162.32648765841,Supermarket,Urban,1,9.974928953299605,16.364744253240065,0
19112.724560515944,14,5.564415285779869,1575.350961168098,5103.286381187646,57053.35293735756,Grocery,Urban,1,21.647823322361788,12.230477413584016,1
8895.781750144888,4,6.49312019136214,955.5476355260417,6487.727562952121,80393.84639406478,Grocery,Urban,1,10.434722742798476,16.609939735412784,0
16044.317975023778,13,4.241340160323342,1299.568078255073,3733.092737512092,73005.54801452957,Convenience,Urban,0,17.64934285300966,18.454438782611525,0
5201.649380601122,8,2.722664123058174,451.80156961210014,4779.795159699719,105385.67881470456,Supermarket,Rural,0,5.915212454457168,15.991852486808806,0
8359.069755507848,19,2.372669382055368,820.3855204401663,5114.96819431438,50287.12345363563,Supermarket,Urban,1,8.259081767797696,17.429304925036412,0
15984.306179345618,12,3.8414895343143067,1569.5773102799667,2167.757405400152,65496.71917087599,Supermarket,Suburban,1,15.279560163474471,17.449836460904102,1
18692.332899977053,18,3.096299050650752,2008.0803447265916,3075.3214820484295,44247.61441198563,Supermarket,Urban,1,17.890121766182062,17.96984013653589,0
15856.841405949852,6,4.392766589384483,1845.8714620570413,2494.5081824922963,31663.38838114513,Supermarket,Urban,1,16.592843222296462,15.135632302672443,1
14421.758588058798,18,7.615157621519965,1522.3793880797848,3194.915334875457,75840.81469179729,Grocery,Rural,0,12.254091580567687,17.337229282180964,0
13494.481522053557,19,4.2454435882326225,1594.2569921077534,5074.166047121649,72449.23074451034,Grocery,Suburban,1,13.923574634363128,15.493205238468935,0
7607.390048162863,5,4.244698277330887,876.8629656575338,3107.204903586563,52181.143480313156,Grocery,Suburban,1,8.109882079037401,16.17396051580568,0
11400.778958026456,9,4.9672024474884235,1178.6124354364445,3947.270159602275,66395.44429390135,Supermarket,Suburban,1,11.12218377835604,24.155133959755876,0
12696.806145201062,3,4.188750017575868,1439.204282265899,2436.307574603147,55560.98601611683,Supermarket,Urban,1,14.998316463133692,15.724801570756998,0
20285.611131094578,10,4.865217528563612,2144.252071470497,5839.633246800553,57586.88817735086,Supermarket,Suburban,1,21.16368007618069,10.506720201589902,1
16718.091447842307,19,6.081738444962693,1389.980795880465,3182.3350146649946,60195.73080850589,Convenience,Urban,1,14.845661676405426,14.407742467447076,1
6184.79922318633,3,6.769502109526628,677.9937028602911,6284.470827864931,51551.52233893583,Supermarket,Rural,1,6.133381913234293,14.068422733073179,0
16620.419846973975,15,7.006426399478047,1392.7303133933246,4091.3936407740403,54250.25135270065,Convenience,Urban,1,17.786538002258272,14.205619194736158,1
13074.588597918417,1,9.11370444146204,1356.6626057957308,1889.500633055381,54673.46834083619,Supermarket,Suburban,1,12.152197943212434,17.860327278758895,0
11615.389998470208,7,6.138718892344876,1255.6888006635654,3743.4598801815637,71343.18270129996,Convenience,Urban,1,9.662339325636816,18.391774192992088,1
18058.38144420434,12,9.468957802698618,1492.7257525620355,2405.8347588007537,23386.697360227787,Convenience,Suburban,1,18.66106645126372,14.683094271907809,1
20154.997612479754,17,3.4470363838807137,1798.4664369528741,4884.024066067229,61585.56107772796,Supermarket,Rural,1,23.765726484171978,10.824376954443235,1
19656.40059558099,5,9.18256980484917,2292.4648561098743,3607.9558265097003,48684.7718519349,Grocery,Suburban,1,19.539028182834244,15.297286725549323,0
10803.912383886807,4,4.23924789156082,1130.6573017111004,4244.815382541031,49226.70970662079,Supermarket,Suburban,1,12.558939154131375,13.369833773713,0
13453.938120743927,12,4.435962138473929,1208.855723942765,3445.970334930156,57115.19938874413,Convenience,Rural,0,15.25689277152087,15.631214141913958,0
16656.31715701782,18,4.7602549051542535,1792.6726254485332,3166.986544205012,64784.904350402634,Supermarket,Suburban,1,14.307195356496846,14.637114323430266,1
19877.725635611794,17,4.562758577682538,2064.7203685209884,2539.566985576559,61783.8220743996,Supermarket,Urban,1,21.532903472345485,18.649072855203258,0
12604.12881077355,19,5.171680793453007,1261.207294066673,5254.334405232294,49039.092353026936,Grocery,Urban,1,12.278768476882185,15.824424139391693,0
14071.705116680914,9,3.8399439950231216,1675.2010193655565,3740.270347300453,75825.44777668365,Convenience,Suburban,1,12.665921091597959,13.379425067335514,0
9468.325129969859,4,6.659924346142744,1016.3125134296024,3527.963659452424,51460.94019709264,Supermarket,Suburban,0,10.176322382255574,10.843403257848458,0
9018.966879596646,2,3.8943299307576407,856.9609877010885,3702.6791523367597,53979.40616110823,Grocery,Urban,0,9.894386473413201,14.85595750830483,0
19062.62911197099,4,6.311220796505783,2135.0704528786014,2981.7073097713383,69267.37678841775,Supermarket,Urban,0,16.621822010637253,14.866687938161341,0
21781.200142854115,2,8.05544723904753,2513.187441273983,3532.972859835962,69805.52846439113,Supermarket,Rural,1,25.392041170057244,14.212617753889003,1
14639.949392098331,15,4.28579526038452,1244.5248575349328,4308.444722040232,55824.50508300532,Grocery,Urban,1,16.11066256866396,17.325971254210696,0
20017.66448946012,2,6.588766835958355,1761.9972480715567,2448.7945014148527,20957.569548512656,Supermarket,Suburban,1,23.48773062537062,10.851664526887266,1
16808.18012523817,4,6.118318577806369,1490.0297107135032,2665.9720103811883,51717.63670118227,Supermarket,Urban,1,15.578313609738203,12.712367809381261,0
11774.401226974378,6,9.5057737644395,1267.4963052195528,6067.42614043401,67428.32279360385,Convenience,Rural,1,13.843563926341192,15.158752798458403,1
16806.97802754207,7,3.9903388703101,1749.9691442641372,3455.8652008006657,75329.12080535045,Supermarket,Urban,0,15.923049693254029,13.321475343135077,0
22690.182832329847,10,6.590143233611568,2377.0158975736235,3172.6587866139853,63810.5501370733,Grocery,Suburban,0,18.641979767545774,13.92987228547076,1
14820.869804450242,19,1.7479778164468938,1743.392727964065,1984.192591661087,57815.209293865766,Supermarket,Urban,1,16.379843833495162,14.819245896407478,0
22823.21827907003,19,4.008283178526374,2534.2093934659606,5276.016456211359,99398.16508548986,Supermarket,Suburban,1,24.68110259670869,17.05789480024088,1
1901.274479551279,12,5.7067856751938155,161.8316867467636,2416.111279733735,59412.708177419685,Supermarket,Rural,1,1.975736747894406,14.698279039350815,0
19109.51252187612,3,7.786319938179562,1794.3886394718752,3977.061008557813,74183.49030186658,Grocery,Urban,1,19.032262274580155,9.09094663094455,1
15435.235341190855,13,2.5481332700315944,1503.634963086535,1437.722396025114,44974.21856859656,Grocery,Suburban,1,12.54677967984982,13.19160897294686,0
13504.963247670663,18,6.572181281482221,1294.2949279546808,5227.259200546175,48647.482261865494,Supermarket,Suburban,0,14.178035768686847,16.48735282590024,0
15458.803882677512,8,4.873553087034082,1650.572731655047,5765.284365427871,74709.88417193337,Supermarket,Urban,1,14.944548933438213,17.288020916299665,1
5062.155426995536,15,1.956944693215375,585.5684946776469,4726.780518217023,80668.41913678056,Convenience,Rural,1,5.18407116893203,17.453573634528315,0
13901.64056081244,1,5.36317369189758,1282.3159424251712,1698.2798028920552,59154.24664709894,Supermarket,Urban,1,13.50862084109784,18.303533009886188,0
16785.562857558733,3,8.418322465956424,1713.3877631265918,5258.143215863846,37270.46462554219,Convenience,Suburban,0,19.91476866223113,15.355311831269967,0
22389.47022370758,8,2.759154680176766,2498.135967746544,2758.976500539471,62486.63990898162,Supermarket,Urban,1,23.321847480643505,15.78949494260894,1
12408.648908631763,4,4.780124569259633,1199.2800631563082,2243.5421819175817,67841.08851169342,Grocery,Urban,1,13.64572335732044,11.958274361221253,0
10957.531985534062,16,3.0267220307208675,950.2889496140613,3424.80843136352,66482.27058393236,Supermarket,Urban,0,12.870046239015883,8.476274061646366,0
12491.214782077317,10,4.062834136179968,1236.6057632887623,3394.948489980266,56549.15502558492,Convenience,Suburban,1,12.948889508655661,10.747252249266305,0
19577.01058851037,12,7.8643402870492665,1609.4045220132498,3242.4270232295657,62706.738211085925,Grocery,Suburban,0,15.75606768646159,12.894487344928685,1
16643.75554829842,14,4.456951049017235,1958.892437510875,5910.511371857041,53753.347335738414,Supermarket,Suburban,1,13.54330136309536,10.920886346007569,0
12351.198981164805,14,7.8031314750306535,1025.0611822281317,7017.73899466394,48322.426643947096,Supermarket,Urban,1,13.350847885616565,14.12121917981957,0
17566.33716556678,2,7.2181080958631725,1713.390112949285,1946.2951939758032,76335.02780970208,Grocery,Urban,1,16.014071172266046,13.613735218076231,1
15485.387746740202,5,4.274524173031104,1567.0476912467166,2966.7514085131143,66466.97470104066,Grocery,Suburban,1,15.977078089625605,17.813481041706172,0
19843.224952664445,5,3.994801078787535,2369.5222198451143,4214.122504067435,62739.74662066505,Supermarket,Rural,0,17.480112605000752,12.092590536636395,0
11489.734530613237,6,3.208002386370996,995.4806296468495,3416.925263594159,57392.78385841758,Supermarket,Urban,0,10.433822757152974,15.421745751551862,0
13361.68926701116,13,3.1382376116131914,1130.0950771229145,4599.0981239177745,62297.3966519738,Convenience,Suburban,0,13.386494205990758,13.740696919749478,0
13039.459234339212,9,5.706414789015686,1047.697676735545,5373.978033918693,67404.74643180495,Supermarket,Urban,0,15.519926686550498,11.980264301019394,0
7682.425259339407,15,4.960429369570069,662.4006581966107,5124.048913405062,90930.2236372146,Grocery,Suburban,1,8.039720996625984,12.816865638095713,0
16480.60138532288,14,3.7527891301415868,1455.0874446643345,4914.600351774748,74818.05274740716,Supermarket,Rural,0,19.355794607500194,8.846220884759266,1
16305.276360899446,7,1.9024741557534424,1715.6939696890965,6488.643281379585,55005.36317076371,Convenience,Rural,1,19.30140255306302,17.2450404806809,1
15025.567283212304,2,5.212357535644424,1334.0941491211688,1616.5790756258357,55163.54385941464,Convenience,Suburban,1,13.271242127980006,19.206783761244075,0
13827.064333124265,7,4.060895641877334,1117.5148516671613,6220.163187931923,52824.783495131065,Convenience,Urban,1,12.78280905105733,14.197601648876647,0
7923.146289747929,6,4.609404608835812,895.8284262680589,3380.5125488653844,61992.192031205384,Supermarket,Rural,1,8.778821626227352,15.087186262182934,0
12896.773386173205,17,5.609323657396163,1220.3420671661484,5177.68783101344,52813.22824638673,Convenience,Suburban,1,14.788802275676156,14.112426478782423,0
13286.427417366152,2,-0.003605722775726683,1250.8888075500054,2455.5006575808347,72122.35617484439,Supermarket,Urban,1,13.388609313824723,12.53972615540981,0
10988.613653891905,3,1.9334507925817506,1012.0420999085783,2637.2554121600833,25347.256163029204,Grocery,Suburban,0,13.156561932841687,17.11470858063263,0
14193.571441669954,5,9.592886153610376,1689.2469269925355,4993.175937223041,73027.52463912117,Grocery,Rural,1,11.420557485244018,15.957204975454845,0
17020.254284072693,5,3.986778986600765,1477.43664913562,1106.9049658752315,69130.66231708146,Supermarket,Rural,1,15.655860699138547,6.263596861862652,1
24430.92950605265,1,-0.03486620479505831,2832.2659932879997,5484.163117432468,83941.13724721459,Convenience,Urban,1,25.63451195548291,11.896167757772652,1
15872.889064159195,8,2.100119640967495,1763.035649761762,5889.945253512382,78151.8433183093,Supermarket,Suburban,1,15.677905929423284,8.840816251307922,1
16287.751953613822,12,9.968934737282867,1352.8476180729554,4266.67728074344,54744.533221189195,Grocery,Rural,1,13.789881640590204,19.66624303616575,1
14627.770421169163,4,3.59400507946032,1747.5675042791709,4212.6415533678355,76464.47121407761,Grocery,Urban,1,13.854178357047573,14.484513682662781,0
5406.143923504793,13,7.318030489794314,491.1732520736813,2749.545782637322,62478.98784178549,Grocery,Suburban,1,4.379943506441847,15.722104685088839,0
14867.430622753916,15,5.2422359966744105,1248.0214429440625,5011.674103605503,35985.398638335944,Supermarket,Suburban,1,15.716337397432577,13.94011459475933,0
15301.151049705131,11,4.030065925002058,1731.6705785375614,4521.497869611139,67382.47909593338,Supermarket,Suburban,1,17.704916239318152,18.30809017887026,1
27316.21056242643,10,6.550890941526186,2957.444752084319,2617.7419059642652,55636.198691439575,Convenience,Urban,1,31.521531604545768,17.5821155177833,1
14038.195176094387,3,0.2312866492874237,1469.6411366183465,3412.780074867712,65003.322745954996,Supermarket,Suburban,0,15.158692883707102,14.353562450938453,0
16507.73671166806,14,2.1177347602867944,1423.614578133468,3760.996862956295,89771.74745412865,Supermarket,Rural,1,16.28171407150323,20.153979167025675,1
14826.441151473784,16,4.015297975720879,1469.891072473014,3410.7967052212193,68371.80354098238,Supermarket,Suburban,1,14.897795586068321,15.555954426698621,0
9156.60981190234,10,2.3141912034607834,1018.4186639335862,1955.6328799750377,49739.97723215006,Supermarket,Suburban,0,7.826772748414999,10.619624774583535,0
20714.114072575103,10,3.838444422992057,1908.701161401048,5048.530462875843,79466.22508424305,Convenience,Urban,1,19.39683804508774,15.30005621254068,1
18759.66516343387,12,6.707426091365656,1734.661085786322,3634.734316147158,70438.13855204658,Supermarket,Urban,1,16.416418465996475,16.552321973178856,1
18955.159735215235,9,5.2642734426719615,1518.7942338514374,4023.047163839964,47972.572564521375,Grocery,Suburban,1,21.39052019980804,14.600325742355178,1
10453.062726026306,1,7.661234071019178,909.1001063619185,3132.6001189038598,40906.43348788016,Supermarket,Urban,0,12.187242144646234,13.765550864271113,0
22013.971554680495,5,5.3907505687034885,2531.9639055840144,4712.907210957985,50339.93661171919,Supermarket,Rural,1,22.33910260532389,20.293083948689908,1
7990.744686038595,8,6.984921662989053,780.4549121082957,4298.044276572105,77544.52701007584,Supermarket,Urban,1,8.718746404598392,11.442412623854015,1
17934.285469001352,11,4.871859399743005,2140.8045366285055,5819.176583695627,60475.96799535431,Supermarket,Suburban,1,15.218781925551193,6.70885852467015,1
25952.278129049893,12,3.8194490332804345,2486.963175465872,4720.898069408477,66217.13778433116,Supermarket,Urban,1,27.078966628637136,19.857162092789533,1
10047.318374346558,1,7.961136111083777,1091.2137102756164,3695.9733972443337,44922.05493835747,Grocery,Rural,1,10.862320756443413,11.321857811731057,0
12168.51135198614,11,3.5812994241278666,1110.702311115982,2890.424773746159,77948.28468526134,Supermarket,Urban,0,11.938614731099717,14.140145884505358,0
15498.256825438206,5,5.687689646248598,1465.3971561939645,5298.929025874968,34772.24503463395,Supermarket,Urban,1,13.90672895708793,13.867703534813252,0
12482.621729419005,15,6.537794726448946,1093.8401526362006,3576.1358518203133,55169.33725898473,Supermarket,Urban,0,14.366871085514626,18.69524547209556,0
7246.682844669336,5,6.682985408941713,680.3366640469419,3742.423650105669,71276.9578867069,Supermarket,Rural,1,7.950795826153028,19.304569138880602,0
15342.814874030137,12,2.669114659559961,1563.2717486398994,3742.042590560988,48160.528324409825,Convenience,Urban,1,17.796789374608174,11.122873637684421,1
9688.481431369477,5,7.103900811656532,1159.429440169689,3397.588434014306,74211.93919175664,Grocery,Urban,1,10.922416686562094,19.070728884556203,0
17367.962153175908,17,3.0420895077854597,1850.870180842288,3768.191508655196,51962.09032172596,Supermarket,Urban,0,20.77468396670027,19.015230948648544,0
10402.878828830984,17,6.621407310699987,915.1395671402579,6889.311344098866,46608.941107755396,Supermarket,Suburban,1,9.121962926198858,15.058064822774911,1
22749.672025087697,12,6.0703469420981975,1860.888084006333,2428.266918808462,84297.23096966711,Convenience,Urban,0,18.989130926649707,17.797627665959574,1
11083.733538318815,15,6.637261323559797,942.7187458546891,2778.243683857585,67308.95289648508,Supermarket,Urban,1,10.361086486995784,18.098489861834267,0
13389.692418971623,15,2.589992957801945,1372.473038067281,6076.486627231375,72785.5411707444,Convenience,Urban,1,11.402684424907147,14.242716446322301,1
19067.58608684835,6,6.175859485468783,2108.9973045460633,3437.7934232573925,80273.14376829045,Supermarket,Suburban,1,19.244000254463533,14.527300327349035,1
8845.678417830224,12,7.171187352816343,1040.400108855747,3324.068073887657,25710.51575748605,Convenience,Suburban,1,9.316370784835364,16.767984141223266,0
16137.299673020647,18,5.386791566323481,1301.1977045732697,5552.29578516015,74521.73959955478,Convenience,Suburban,0,16.642646410636253,10.114425100092568,1
21535.71377141214,14,3.3627666407908463,2173.1776129041446,1869.7065740773733,53584.62223258479,Grocery,Rural,1,19.461739558660508,13.938580000456234,0
6962.583827193862,2,6.839495228655981,688.1448437432299,5232.181643880109,55560.908138391285,Supermarket,Rural,1,8.101172461670481,11.398923761089954,0
15923.169292661521,9,5.227839256201539,1691.7125506217183,4068.424643982316,71561.6161649838,Supermarket,Urban,1,12.873387886962913,19.27073460899706,1
16299.413971242118,5,1.651111472344608,1668.7854136387318,4697.203196247966,59554.38839885821,Supermarket,Suburban,1,15.308496665198296,13.903252126493019,0
18909.114358886553,1,3.2076210753666796,2032.3812234067807,4669.046432878189,73917.81613184781,Supermarket,Suburban,1,20.565495863301585,15.829121169280057,0
8815.246445609591,3,3.9474109375460524,937.2661222938823,3058.026120276043,64387.35548725877,Supermarket,Rural,1,9.756464153301518,14.344764192082469,0
8397.716934578619,6,8.011636575279313,711.1226085016427,5576.77567022486,67523.13522026085,Supermarket,Suburban,1,8.11595184660995,14.1495477436253,1
17609.707828084487,5,7.660366172612429,1972.0885783951978,3174.793432782896,57646.67611977066,Grocery,Suburban,1,14.20687701081643,15.632898862759863,0
16484.92336616593,5,7.653937062113352,1400.0530519692288,4613.273528498113,49026.00066262793,Grocery,Suburban,1,17.26329976785197,12.808069005593598,1
16252.464251729383,1,5.464720555367733,1754.310900736338,5856.586728293704,53895.236438787426,Supermarket,Rural,1,13.412149021545297,14.404552945597281,1
16732.24104748488,17,6.827189583558399,1617.1010678850646,6068.352549769705,63457.638042800834,Supermarket,Urban,0,14.107660375973575,14.382471008294736,1
11599.876392107546,19,2.7184411826282187,1166.4143115718919,3599.3104960889614,92558.57589161808,Convenience,Urban,1,12.29703230239595,13.730354100395127,0
16161.268485805018,14,5.013606196785543,1876.8391481852186,4694.702911361515,87078.59598670313,Supermarket,Urban,0,14.949097883633806,16.173170723235742,1
16465.362366493406,12,5.9032654032991925,1903.319310136731,3460.7668146945707,55200.56033210908,Grocery,Urban,0,15.464466924717694,13.659012203956555,0
11428.24290986816,10,2.8502018853817597,1288.1258538451755,7755.694340903161,65903.86515998712,Supermarket,Suburban,1,11.367934138297487,19.833344947235872,0
24328.872555723785,18,5.41982417928374,2442.7632017631345,5170.1890088107275,60684.15539080928,Supermarket,Urban,1,28.98618166630641,16.886892324121582,1
17369.164604558937,11,8.373278371608688,1901.0479863904657,4126.087653755403,66953.99928303536,Supermarket,Urban,0,20.60290162292778,10.95206983577579,1
9043.482513986757,2,6.117539569121254,909.0136232413266,4468.843260186613,68883.69121314165,Supermarket,Rural,1,8.740565638776403,16.652633832115864,0
18282.768043169148,18,6.835090413328241,2098.573695246147,4610.658123169102,72912.72523633402,Convenience,Suburban,1,16.567838676153254,12.931560907476308,1
10126.591648863392,7,0.09518615313547496,973.2771874762825,4655.115311175223,21482.91827273887,Grocery,Suburban,1,9.326964185562726,15.40707052621636,0
18935.42301871226,15,8.11593769830585,2249.706508465048,3640.0026735301644,70497.4799883041,Supermarket,Urban,1,17.18413344705325,12.806413678117954,1
20792.97789503702,11,4.627755304495661,2438.868891718682,3408.5090511472376,59016.1845617503,Convenience,Urban,1,21.06117243707969,8.416788337871468,0
10896.588408241449,18,3.4626273718599156,1194.9646129249088,3772.21995741026,54425.93128652594,Supermarket,Rural,1,11.362351345437652,14.934799521214819,0
19816.88064622161,12,4.650724296380139,1806.8365007927569,2290.4624424291887,76913.85017243105,Convenience,Suburban,0,19.72793763652949,10.696752723456122,1
17063.90463468249,6,2.0299556834382044,1454.9733421338742,5077.41161046169,87002.36624607153,Convenience,Urban,0,16.435914463302222,16.259146166193972,1
19110.30079997245,13,7.095884123504285,2182.1696650400063,2797.442436026541,75335.0471606211,Supermarket,Rural,0,16.903328888975956,15.524354477419562,1
24483.964913269738,16,4.329208554452414,2120.6074080169838,2410.074881522925,57221.72589183358,Supermarket,Rural,1,24.312631918558242,13.188346368178259,0
13773.059419985648,18,3.522738375947861,1572.476137879817,3978.468300153777,48859.91524791634,Supermarket,Rural,1,12.897658714196364,20.476611114071964,0
11231.319178212552,10,4.6638898686232695,1118.98307153237,3804.81605546517,19906.333578354795,Grocery,Suburban,1,11.418187945834013,11.282137598086859,0
10552.427851872384,8,7.236031309152282,1015.8006733027628,4374.451713683483,67737.73994872034,Grocery,Urban,1,11.291897318911627,13.126987046231502,1
10920.948575172808,18,5.262916801562441,1268.2238879826677,3147.6919459053856,73685.24161691655,Convenience,Suburban,1,11.503306735759484,11.637925252848756,0
14614.491452929478,1,2.180612460933066,1522.1583171614766,3411.1861626535397,63472.047348529544,Grocery,Suburban,0,14.395216853158024,21.12394809677766,0
16705.759874083218,8,5.9299616594821645,1721.7717956523366,5038.179257632736,79006.19313256988,Supermarket,Urban,1,17.08031921023572,19.056732424938232,1
16383.453996650096,6,3.14204009135475,1676.8569656779498,4946.82580074279,45197.14646251261,Supermarket,Suburban,1,14.973534124223816,10.733634407008708,1
19135.91624518012,5,0.6877979372503669,1814.9800504669615,4884.287569265017,62431.41565317427,Grocery,Urban,0,15.494276822709665,12.523256875039229,0
15065.009459389536,15,7.992014425434356,1678.6295882059812,4050.9514185272237,61245.485606181646,Supermarket,Suburban,0,15.81837716324962,12.625024024634707,1
22267.670385786583,15,5.914459749655378,2006.5829278782448,4253.383934998412,63348.36973615901,Grocery,Urban,1,20.06378167850569,13.347818946711433,1
13676.71583381022,2,4.8434586723931705,1607.7772493560626,4345.658331565755,82518.9749443086,Supermarket,Suburban,1,14.601008586478923,11.871658038500057,0
28600.845832948093,1,4.308780970606603,3310.8169876952325,3015.9373902865354,63427.36663851856,Supermarket,Urban,1,31.42670663950828,13.182746888966136,0
18128.33673882503,11,7.794159001466632,1694.9852185685181,6211.069900219151,60578.11323841206,Supermarket,Rural,1,21.144368034980978,18.014616807179994,1
10714.212217918586,10,11.174310300396812,1169.7621628438615,5997.382048731549,50949.59780284203,Grocery,Suburban,1,12.677582158972461,20.840737008236964,0
9645.537509694437,18,5.897561037133033,992.8048337151711,5191.368386501451,84928.69207132189,Supermarket,Suburban,0,7.757041757559152,10.36680546336773,0
17412.362076215926,18,2.9407306353442477,1628.1598421449644,3361.2076203976035,43532.05666132059,Grocery,Rural,1,20.827791390664352,11.876678630198361,1
13882.686073370745,17,4.691068962264048,1659.5483145037354,4808.716176925225,56705.00850728881,Supermarket,Suburban,1,14.899000417902997,15.6406783331407,0
18570.00247046046,8,5.861145344188098,1504.3465006268418,5467.554906654657,90409.0560064624,Grocery,Rural,1,19.636100075548242,10.259083081151847,1
17366.188122867723,15,0.3009433860162689,1564.7949896800205,2165.2046474182853,72023.64947107302,Grocery,Urban,1,13.998627887531635,15.718296064173677,1
14635.855436715636,8,5.668998403556236,1475.3375859295875,6541.767642547746,64697.35022448095,Supermarket,Urban,1,16.750639434829974,16.62030836138919,0
10766.031409657975,17,5.8728502589861575,1086.0570099652598,1390.9185832663075,65325.38083289426,Grocery,Urban,1,9.239371324089058,17.101957650080923,0
